"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","S%","TG","TP1","TP","TP/GP","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"Liiga","Janne Naukkarinen","DY","54069/janne-naukkarinen","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 50.00","1","1","5.07","0.0000","2004-03-22","18.48","18.78","70","SAI","5'09","L","2022","-","-","-",""
"Liiga","Bine Masic","DY+1","54071/bine-masic","D","2022","10","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","12","0.00","0","0","0","0.0000","0.00","1","4","20.00","- 14.62","9","17","13.42","0.0000","2002-11-14","19.84","20.13","96","SPO","5'10","L","2021","-","-","-",""
"Finland U20","Thomas Bolder","DY+1","54168/thomas-bolder","D","2022","24","0.0000","0.0000","0.0000","0","0","4","0","0","0","0","0","0","0","0","0","0.00","0","0.00","15","0.00","0","0","4","0.1667","0.00","19","20","48.72","- 1.79","50","49","17.80","0.0000","2003-03-10","19.51","19.81","2","KIS","UNKNOWN","-","2021","-","-","-",""
"Finland U20","Leevi Siira","DY+3","54207/leevi-siira","D","2022","4","0.0000","0.0000","0.0000","0","0","2","0","0","0","0","0","0","0","0","0","0.00","0","0.00","10","0.00","0","0","2","0.5000","0.00","3","5","37.50","- 7.95","5","6","19.88","0.0000","2001-08-01","21.12","21.42","73","HERM/SPO","5'11","R","2019","-","-","-",""
"Finland U20","Aaro Virtanen","DY","54246/aaro-virtanen","F","2022","12","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","8","0.00","0","0","1","0.0833","0.00","2","5","28.57","- 21.43","24","24","6.73","0.0000","2003-11-06","18.86","19.15","18","ASS","5'11","L","2022","-","-","-",""
"Finland U20","Oskari Jokimutka","DY","54250/oskari-jokimutka","D","2022","11","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","5","0.00","0","0","1","0.0909","0.00","5","9","35.71","0.00","15","27","13.09","0.0000","2004-08-29","18.04","18.34","39","TUTO","UNKNOWN","-","2022","-","-","-",""
"Finland U20","Jerry Valipirtti","DY+3","54262/jerry-valipirtti","D","2022","8","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","8","0.00","0","0","1","0.1250","0.00","0","7","0.00","- 43.90","18","23","12.45","0.0000","2001-07-01","21.21","21.50","53","TUTO","UNKNOWN","L","2019","-","-","-",""
"Finland U20","Urho Tapper","DY+1","54265/urho-tapper","D","2022","25","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","26","0.00","0","0","1","0.0400","0.00","6","10","37.50","- 7.66","42","51","10.77","0.0000","2003-01-17","19.66","19.96","50","TUTO","6'00","-","2021","-","-","-",""
"Finland U20","Esa Kylmaniemi","DY+1","54270/esa-kylmaniemi","D","2022","32","0.0000","0.0000","0.0000","0","0","2","0","0","0","0","0","0","0","0","0","0.00","0","0.00","15","0.00","0","0","2","0.0625","0.00","15","33","31.25","- 9.58","49","71","13.49","0.0000","2003-05-12","19.34","19.64","21","VEE","5'11","R","2021","-","-","-",""
"Finland U20","Jesse Juhola","DY","54272/jesse-juhola","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 25.00","1","3","5.35","0.0000","2004-06-27","18.22","18.51","25","LUK","5'09","L","2022","-","-","-",""
"Finland U20","Onni Ruohomaa","DY-1","54274/onni-ruohomaa","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","4","1","11.15","0.0000","2005-07-14","17.17","17.46","51","TPS","6'00","L","2023","-","-","-",""
"Finland U20","Jaakko Makelainen","DY","54275/jaakko-makelainen","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","1","1","0.07","0.0000","2004-04-08","18.44","18.73","46","TUTO","UNKNOWN","-","2022","-","-","-",""
"Finland U20","Mikko Riihela","DY-1","54276/mikko-riihela","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","4","1","12.18","0.0000","2004-11-30","17.79","18.08","24","VEE","UNKNOWN","-","2023","-","-","-",""
"Finland U20","Joona Vaisanen","DY","54277/joona-vaisanen","D","2022","4","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 61.54","8","5","15.22","0.0000","2004-07-29","18.13","18.42","17","KESCh/KES","5'11","R","2022","-","-","-",""
"Finland U20","Aatu Karjalainen","DY-1","54279/aatu-karjalainen","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","1","2","9.82","0.0000","2005-02-18","17.58","17.87","40","HIFK","5'07","L","2023","-","-","-",""
"Finland U20","Roope Rajala","DY-2","54282/roope-rajala","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","1","2","33.33","4.76","2","5","11.51","0.0000","2006-04-06","16.44","16.74","11","ILV","5'11","L","2024","-","-","-",""
"Finland U20","Janne Liukkonen","DY+3","54284/janne-liukkonen","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","2","6","2.68","0.0000","2001-06-23","21.23","21.52","14","KET","5'11","L","2019","-","-","-",""
"Finland U20","Veeti Vaisanen (02)","DY+2","54285/veeti-vaisanen","F","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","2","0.00","0","0","0","0.0000","0.00","4","2","66.67","33.33","5","10","8.42","0.0000","2002-04-20","20.40","20.70","18","KESCh","5'10","-","2020","-","-","-",""
"Finland U20","Veikka Maki-Runsas","DY-2","54288/veikka-maki-runsas","F","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","5","0.00","0","0","0","0.0000","0.00","1","4","20.00","- 25.45","5","6","13.41","0.0000","2006-02-26","16.55","16.85","8","ROKI","5'06","L","2024","-","-","-",""
"Finland U20","Topias Timonen","DY-1","54289/topias-timonen","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","2","3","8.58","0.0000","2005-09-13","17.01","17.30","23","VEE","UNKNOWN","L","2023","-","-","-",""
"Finland U20","Juuso Nykanen","DY","54290/juuso-nykanen","F","2022","2","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","1","0.5000","0.00","3","2","60.00","26.67","2","4","18.50","0.0000","2003-10-11","18.93","19.22","11","HERM","6'00","R","2022","-","-","-",""
"Finland U20","Veeti Mahonen","DY","54291/veeti-mahonen","D","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 20.00","2","8","8.78","0.0000","2004-01-26","18.64","18.93","28","ILV","UNKNOWN","L","2022","-","-","-",""
"Finland U20","Artur Seniut","DY","54293/artur-seniut","D","2022","6","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","5","0.00","0","0","1","0.1667","0.00","4","2","66.67","21.84","13","16","12.36","0.0000","2004-06-11","18.26","18.56","20","SPO","6'01","L","2022","-","-","-",""
"Finland U20","Valtteri Siikala","DY","54294/valtteri-siikala","F","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","8","7","10.29","0.0000","2004-09-13","18.01","18.30","12","HIFK","5'10","L","2022","-","-","-",""
"Finland U20","Kasper Kuoppala","DY-1","54296/kasper-kuoppala","D","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","2","9","8.52","0.0000","2004-10-18","17.91","18.20","12","ILV","UNKNOWN","L","2023","-","-","-",""
"Finland U20","Juho Tikkanen","DY","54298/juho-tikkanen","D","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","1","4","20.00","- 68.89","8","1","12.74","0.0000","2004-08-27","18.05","18.34","10","JUK","5'10","L","2022","-","-","-",""
"Finland U20","Nemo Pajula","DY-2","54299/nemo-pajula","D","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","1","0","100.00","57.14","6","8","8.77","0.0000","2005-09-29","16.96","17.26","31","ILV","UNKNOWN","R","2024","-","-","-",""
"Finland U20","Juuso Lehtimaki","DY-2","54300/juuso-lehtimaki","F","2022","7","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","4","0.00","0","0","0","0.0000","0.00","1","4","20.00","- 26.43","13","15","6.77","0.0000","2005-10-20","16.90","17.20","8","TUTO","UNKNOWN","L","2024","-","-","-",""
"Finland U20","Mikko Tuomela","DY+2","54302/mikko-tuomela","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 71.43","5","2","6.65","0.0000","2002-06-12","20.26","20.55","32","JYP","5'09","L","2020","-","-","-",""
"Finland U20","Daniel Oksanen","DY","54303/daniel-oksanen","F","2022","1","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","0","3","2.20","0.0000","2004-02-29","18.54","18.84","76","TUTO","6'05","R","2022","-","-","-",""
"Finland U20","Eetu Levanen","DY-1","54304/eetu-levanen","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","1","5","5.08","0.0000","2005-01-16","17.66","17.96","27","LUK","5'11","L","2023","-","-","-",""
"Finland U20","Max Tanskanen","DY","54306/max-tanskanen","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 72.73","8","3","6.76","0.0000","2004-01-20","18.65","18.95","97","SAI","UNKNOWN","R","2022","-","-","-",""
"Finland U20","Alan Lobis","DY","54307/alan-lobis","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 42.86","3","4","5.47","0.0000","2004-06-18","18.24","18.54","4","KOO","5'09","L","2022","-","-","-",""
"Finland U20","Leevi Pelkonen","DY-1","54308/leevi-pelkonen","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","3","8","11.48","0.0000","2005-06-06","17.28","17.57","38","ILV","UNKNOWN","L","2023","-","-","-",""
"Finland U20","Benjamin Middleton","DY-2","54309/benjamin-middleton","D","2022","4","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","1","4","20.00","- 17.50","6","10","13.26","0.0000","2005-10-13","16.92","17.22","5","ROKI","UNKNOWN","L","2024","-","-","-",""
"Finland U20","Julius Miettinen","DY-2","54310/julius-miettinen","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","3","6","10.55","0.0000","2006-01-20","16.65","16.95","19","HIFK","6'02","L","2024","-","-","-",""
"Finland U20","Iiro Hakkarainen","DY","54311/iiro-hakkarainen","F","2022","7","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","5","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 50.00","10","10","11.93","0.0000","2004-03-09","18.52","18.81","37","KES","5'11","L","2022","-","-","-",""
"Finland U20","Eddie Bjorkskog","DY","54312/eddie-bjorkskog","F","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","0","3","0.00","- 44.44","4","5","7.88","0.0000","2004-07-28","18.13","18.43","21","HERM","5'10","L","2022","-","-","-",""
"Finland U20","Veeti Koivunen","DY+1","54314/veeti-koivunen","F","2022","2","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","0","0.00","0.00","4","5","10.52","0.0000","2003-06-04","19.28","19.58","91","PEL","6'00","L","2021","-","-","-",""
"Finland U20","Konsta Kakko","DY+2","54315/konsta-kakko","D","2022","7","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","3","4","42.86","- 3.81","7","8","12.67","0.0000","2002-08-01","20.12","20.42","5","TPS","UNKNOWN","R","2020","-","-","-",""
"Finland U20","Hugo Berg","DY+2","54316/hugo-berg","D","2022","4","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","1","1","50.00","- 5.00","11","9","7.90","0.0000","2002-05-23","20.31","20.61","55","KET","6'06","L","2020","-","-","-",""
"Finland U20","Konsta Frantsila","DY-1","54317/konsta-frantsila","F","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","2","0.00","0","0","0","0.0000","0.00","0","5","0.00","- 16.67","2","10","12.13","0.0000","2005-08-05","17.11","17.41","18","ILV","5'09","L","2023","-","-","-",""
"Finland U20","Niko Korkola","DY-1","54318/niko-korkola","D","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 35.71","5","9","6.61","0.0000","2005-06-20","17.24","17.53","34","TAP","6'01","R","2023","-","-","-",""
"Finland U20","Johan Fisk","DY","54319/johan-fisk","D","2022","6","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","9","0.00","0","0","0","0.0000","0.00","4","4","50.00","- 18.00","17","8","13.50","0.0000","2004-05-29","18.29","18.59","58","JUK","6'02","R","2022","-","-","-",""
"Finland U20","Otto Sjolund","DY","54322/otto-sjolund","D","2022","5","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","2","4","33.33","- 9.52","9","12","14.36","0.0000","2003-12-01","18.79","19.08","53","HERM","6'00","L","2022","-","-","-",""
"Finland U20","Elias Valjakka","DY+1","54323/elias-valjakka","D","2022","6","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","4","0.00","0","0","0","0.0000","0.00","0","4","0.00","- 38.10","8","13","9.23","0.0000","2003-03-28","19.46","19.76","5","JYP","5'10","L","2021","-","-","-",""
"Finland U20","Visa Sirvio","DY+3","54326/visa-sirvio","D","2022","5","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","7","0.00","0","0","0","0.0000","0.00","0","4","0.00","- 44.44","12","15","18.19","0.0000","2000-11-24","21.81","22.10","7","SPO","5'11","L","2019","-","-","-",""
"Finland U20","Valtteri Maurola","DY","54328/valtteri-maurola","F","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","1","1","50.00","- 11.54","8","5","5.37","0.0000","2004-01-10","18.68","18.98","32","JYP","5'07","L","2022","-","-","-",""
"Finland U20","Joel Juuti","DY-1","54329/joel-juuti","F","2022","3","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","1","0","100.00","33.33","14","7","7.98","0.0000","2005-05-31","17.29","17.58","87","SAI","5'07","L","2023","-","-","-",""
"Finland U20","Miko Uutela","DY-1","54330/miko-uutela","F","2022","5","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","0","5","0.00","- 47.62","10","11","7.68","0.0000","2005-04-11","17.43","17.72","11","ILV","UNKNOWN","-","2023","-","-","-",""
"Finland U20","Atte Manninen","DY+1","54331/atte-manninen","D","2022","13","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","5","0.00","0","0","0","0.0000","0.00","3","15","16.67","- 24.07","22","32","13.02","0.0000","2003-08-26","19.05","19.35","53","HERM","5'09","L","2021","-","-","-",""
"Finland U20","Arttu Huttu","DY+1","54332/arttu-huttu","D","2022","4","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","0","0","0.0000","0.00","2","0","100.00","26.09","17","6","7.49","0.0000","2003-04-14","19.42","19.71","3","KAL","5'11","R","2021","-","-","-",""
"Finland U20","Tuomas Engberg","DY+1","54334/tuomas-engberg","F","2022","5","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","0","2","0.00","- 33.33","5","10","6.15","0.0000","2003-06-24","19.23","19.52","24","KOO","6'03","L","2021","-","-","-",""
"Finland U20","Joose Pesonen","DY-1","54335/joose-pesonen","D","2022","6","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","1","4","20.00","- 28.00","12","13","9.31","0.0000","2005-05-12","17.34","17.64","7","KAL","5'10","L","2023","-","-","-",""
"Finland U20","Valtteri Lehtosaari","DY-1","54336/valtteri-lehtosaari","F","2022","7","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","5","0.00","0","0","0","0.0000","0.00","1","3","25.00","- 29.17","13","11","9.09","0.0000","2005-02-10","17.60","17.89","36","JYP","5'10","L","2023","-","-","-",""
"Finland U20","Krister Moronen","DY-2","54339/krister-moronen","F","2022","5","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","2","0.00","0","0","0","0.0000","0.00","0","2","0.00","- 34.62","9","17","7.67","0.0000","2005-11-16","16.83","17.13","21","ILV","UNKNOWN","L","2024","-","-","-",""
"Finland U20","Niklas Salminen","DY-1","54340/niklas-salminen","D","2022","11","0.0000","0.0000","0.0000","0","0","2","0","0","0","0","0","0","0","0","0","0.00","0","0.00","7","0.00","0","0","2","0.1818","0.00","12","4","75.00","30.17","26","32","10.79","0.0000","2005-03-11","17.51","17.81","13","VEE","UNKNOWN","L","2023","-","-","-",""
"Finland U20","Jesse Puustinen","DY+3","54341/jesse-puustinen","D","2022","7","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","9","0.00","0","0","0","0.0000","0.00","4","8","33.33","- 30.56","23","13","13.50","0.0000","2001-05-27","21.30","21.59","14","KIS","6'00","L","2019","-","-","-",""
"Finland U20","Ossi Saikkonen","DY+1","54342/ossi-saikkonen","F","2022","6","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","1","0.00","0","0","0","0.0000","0.00","0","1","0.00","- 25.00","5","15","9.60","0.0000","2002-12-27","19.72","20.01","12","HERM","UNKNOWN","L","2021","-","-","-",""
"Finland U20","Verneri Isoeskeli","DY+1","54345/verneri-isoeskeli","F","2022","5","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","5","0.00","0","0","0","0.0000","0.00","0","4","0.00","- 22.58","7","24","5.75","0.0000","2003-05-01","19.37","19.67","26","VEE","6'00","L","2021","-","-","-",""
"Finland U20","Alex Kanto","DY+2","54346/alex-kanto","F","2022","8","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","6","0.00","0","0","0","0.0000","0.00","0","3","0.00","- 58.14","25","18","8.69","0.0000","2002-01-06","20.69","20.99","27","KIS","5'10","L","2020","-","-","-",""
"Finland U20","Frans Jalasti","DY+3","54348/frans-jalasti","D","2022","7","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","4","0.00","0","0","0","0.0000","0.00","11","3","78.57","10.00","24","11","14.82","0.0000","2001-01-22","21.65","21.94","6","KESCh","6'03","L","2019","-","-","-",""
"Finland U20","Niklas Kiiskila","DY+2","54349/niklas-kiiskila","D","2022","7","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","2","0.00","0","0","0","0.0000","0.00","2","9","18.18","- 10.39","6","15","16.34","0.0000","2002-04-10","20.43","20.73","17","HERM","5'08","L","2020","-","-","-",""
"Finland U20","Elias Virtanen","DY+2","54354/elias-virtanen","D","2022","17","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","1","0","0.00","0","0.00","8","0.00","0","0","1","0.0588","0.00","7","4","63.64","6.14","23","17","10.94","0.0000","2001-11-11","20.84","21.14","34","TPS","6'01","L","2020","-","-","-",""
"Finland U20","Jere Koponen","DY+2","54355/jere-koponen","F","2022","13","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","7","0.00","0","0","0","0.0000","0.00","5","4","55.56","16.75","26","41","6.60","0.0000","2002-06-19","20.24","20.53","88","KET","5'07","L","2020","-","-","-",""
"Finland U20","Topi Vuori","DY-1","54357/topi-vuori","D","2022","12","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","5","0.00","0","0","1","0.0833","0.00","1","3","25.00","- 36.11","33","21","6.52","0.0000","2004-12-26","17.72","18.01","29","JOK","5'10","L","2023","-","-","-",""
"Finland U20","Nikita Tiatinkin","DY+1","54358/nikita-tiatinkin","F","2022","12","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","14","0.00","0","0","0","0.0000","0.00","4","8","33.33","3.51","17","40","11.37","0.0000","2003-04-02","19.45","19.75","13","VEE","6'02","-","2021","-","-","-",""
"Finland U20","Otto Latvala","DY","54359/otto-latvala","D","2022","24","0.0000","0.0000","0.0000","0","0","2","0","0","0","0","0","0","0","0","0","0.00","0","0.00","9","0.00","0","0","2","0.0833","0.00","5","15","25.00","- 27.94","63","56","10.17","0.0000","2003-11-13","18.84","19.13","40","KIS","UNKNOWN","-","2022","-","-","-",""
"Finland U20","Heikki Lappi","DY+1","54360/heikki-lappi","D","2022","15","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","14","0.00","0","0","0","0.0000","0.00","9","8","52.94","7.18","27","32","13.71","0.0000","2002-09-21","19.98","20.28","6","KET","6'00","L","2021","-","-","-",""
"Finland U20","Elliot Cederberg","DY+1","54361/elliot-cederberg","D","2022","23","0.0000","0.0000","0.0000","0","0","1","0","0","0","0","0","0","0","0","0","0.00","0","0.00","14","0.00","0","0","1","0.0435","0.00","10","23","30.30","0.30","27","63","14.29","0.0000","2002-12-28","19.71","20.01","16","HERM","6'00","L","2021","-","-","-",""
"Finland U20","Patrik Tasavuori","DY+1","54363/patrik-tasavuori","F","2022","15","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","2","0.00","0","0","0","0.0000","0.00","0","6","0.00","- 54.39","31","26","6.07","0.0000","2003-06-11","19.26","19.56","17","HIFK","5'09","L","2021","-","-","-",""
"Finland U20","Antti Kuivas","DY+1","54365/antti-kuivas","D","2022","13","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","4","0.00","0","0","0","0.0000","0.00","5","8","38.46","1.32","13","22","10.63","0.0000","2003-01-03","19.70","19.99","6","JYP","6'03","L","2021","-","-","-",""
"Finland U20","Samuli Louhipuro","DY+1","54366/samuli-louhipuro","F","2022","14","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","7","0.00","0","0","0","0.0000","0.00","3","3","50.00","6.06","29","37","8.89","0.0000","2003-03-05","19.53","19.82","51","TUTO","6'00","L","2021","-","-","-",""
"Finland U20","Mika Monkkonen","DY","54367/mika-monkkonen","D","2022","9","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","6","0.00","0","0","0","0.0000","0.00","4","7","36.36","- 12.35","19","20","9.56","0.0000","2004-01-25","18.64","18.93","46","PEL","6'01","L","2022","-","-","-",""
"Finland U20","Henri Tikka","DY+1","54369/henri-tikka","D","2022","15","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","3","0.00","0","0","0","0.0000","0.00","5","8","38.46","- 5.98","36","45","7.95","0.0000","2003-04-07","19.44","19.73","6","ILV","6'02","L","2021","-","-","-",""
"Finland U20","Toni Rand","DY+1","54370/toni-rand","F","2022","19","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","8","0.00","0","0","0","0.0000","0.00","2","0","100.00","46.58","39","34","8.91","0.0000","2002-12-09","19.77","20.06","73","TPS","6'01","L","2021","-","-","-",""
"Finland U20","Henri Spoof","DY+1","54371/henri-spoof","F","2022","24","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","19","0.00","0","0","0","0.0000","0.00","1","4","20.00","- 26.43","39","45","8.27","0.0000","2003-06-19","19.24","19.53","14","JYP","UNKNOWN","-","2021","-","-","-",""
"Finland U20","Antti Haikonen","DY","54372/antti-haikonen","F","2022","19","0.0000","0.0000","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","8","0.00","0","0","0","0.0000","0.00","5","4","55.56","- 3.35","43","30","7.54","0.0000","2004-04-15","18.42","18.71","32","TAP","UNKNOWN","L","2022","-","-","-",""
